Codigo;Descripcion;DescripcionGrupo;CodigoGrupo;Cuestionario;CodigoGrupo2;;;
ST104Q03NA;¿Con qué frecuencia durante las clases de lengua el profesor me dice en qué áreas puedo seguir mejorando?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST104Q04NA;¿Con qué frecuencia durante las clases de lengua el profesor me dice como puedo mejorar mi rendimiento?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST213Q01HA;En las dos últimas clases de lengua: me queda claro que al profesor le gusta darnos clase.;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST213Q02HA;En las dos últimas clases de lengua: el entusiasmo del profesor me inspiró. ;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST213Q03HA;En las dos últimas clases de lengua: me quedo claro que al profesor le gusta lidiar con el tema de la lección. ;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST213Q04HA;En las dos últimas clases de lengua: el profesor mostró disfrute en el aprendizaje. ;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST150Q01IA;Durante el último mes, ¿con qué frecuencia has leído para el colegio textos que incluyan diagramas o mapas?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST150Q02IA;Durante el último mes, ¿con qué frecuencia has leído ficción (por ejemplo, novelas, relatos cortos) para el colegio?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST150Q03IA;Durante el último mes, ¿con qué frecuencia has leído para el colegio textos que incluyan tablas o gráficos?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST150Q04HA;Durante el último mes, ¿con qué frecuencia has leído textos digitales que incluyan enlances para el colegio?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST152Q05IA;En tus clases de lengua, ¿cómo de frecuente es que el profesor anime a los estudiantes a expresar su opinión sobre un texto?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST152Q06IA;En tus clases de lengua, ¿cómo de frecuente es que es profesor enseñe a los estudiantes relacionar las historias con sus propias vidas?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST152Q07IA;En tus clases de lengua, ¿cómo de frecuente es que el profesor enseñe a los estudiantes como la información en los textos se construye sobre…?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST152Q08IA;En tus clases de lengua, ¿cómo de frecuente es que el profesor proponga cuestiones que motiven al alumnado a participar activamente?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST154Q01HA;En este curso escolar, ¿cuántas páginas tenía el fragmento de texto más largo que has leído para un examen de lengua? ;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST153Q01HA;Cuando lees, ¿el profesor te pide un resumen del libro o del capítulo?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST153Q02HA;Cuando lees, ¿el profesor te pide que hagas una lista de los proncipales personajes y que les describas brevemente?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST153Q03HA;Cuando lees, ¿el profesor os pide hacer pequeños grupos para discurit sobre el mismo libro o capítulo?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST153Q04HA;Cuando lees, ¿el profesor os pide reflexiones personales sobre el libro o capítulo?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST153Q05HA;Cuando lees, ¿el profesor te pide responder preguntas sobre el libro o capítulo?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST153Q06HA;Cuando lees, ¿el profesor te pide comparar el con tenido del libro o capítulo con tu propia…?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST153Q08HA;Cuando lees, ¿el profesor te pide comparar el libro con otros libros o textos de temática parecida?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST153Q09HA;Cuando lees, ¿el profesor te pide seleccionar el fragmento que te ha gustado o no te ha gustado y explicar el porqué?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST153Q10HA;Cuando lees, ¿el profesor te pide escribir un texto relacionado con lo que has leído?;Metodologías participativas, activas, asertivas e inclusivas por parte del docente en el proceso de enseñanaza/aprendizaje (DUA);METOPARTI;Estudiantes;G2;;;
ST005Q01TA;¿Cuál es el nivel de estudios más alto completado por tu madre?;Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST006Q01TA;¿Tu madre tiene esta cualificación? ISCED nivel 6 (Grado Universitario);Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST006Q02TA;¿Tu madre tiene esta cualificación? ISCED nivel 5A (Ciclo Formativo de Grado Superior);Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST006Q03TA;¿Tu madre tiene esta cualificación? ISCED nivel 5B (Ciclo Formativo de Grado Superior);Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST006Q04TA;¿Tu madre tiene esta cualificación? ISCED 4 (Educación postsecundaria no terciaria- Bachillerato);Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST007Q01TA;¿Cuál es el nivel de estudios más alto completado por tu padre?;Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST008Q01TA;¿Tu padre tiene esta cualificación? ISCED nivel 6 (Grado Universitario);Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST008Q02TA;¿Tu padre tiene esta cualificación? ISCED nivel 5A (Ciclo Formativo de Grado Superior);Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST008Q03TA;¿Tu padre tiene esta cualificación? ISCED nivel 5B (Ciclo Formativo de Grado Superior);Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST008Q04TA;¿Tu padre tiene esta cualificación? ISCED 4 (Educación postsecundaria no terciaria- Bachillerato);Nivel de estudios de los familiares;NIVEFA;Estudiantes;G2;;;
ST208Q01HA;Cómo de verdad es para ti: mi objetivo es aprender lo más posible ;Objetivo de la escolarización para el alumnado;OBJECAL;Estudiantes;G2;;;
ST208Q02HA;Cómo de verdad es para ti: mi objetivo es dominar completamente el material presentado en mis clases;Objetivo de la escolarización para el alumnado;OBJECAL;Estudiantes;G2;;;
ST208Q04HA;Cómo de verdad es para ti: mi objetivo es entender el contenido de mis clases lo más profundamente posible;Objetivo de la escolarización para el alumnado;OBJECAL;Estudiantes;G2;;;
ST100Q01TA;¿Con qué frecuencia durante las clases de lengua el docente muestra interés por todos los aprendizajes de los estudiantes?;Participación activa del docente en el proceso de enseñanaza/aprendizaje (DUA);PARDOCE;Estudiantes;G2;;;
ST100Q02TA;¿Con qué frecuencia durante las clases de lengua el profesor ofrece ayuda extra cuando los estudiates lo necesitan?;Participación activa del docente en el proceso de enseñanaza/aprendizaje (DUA);PARDOCE;Estudiantes;G2;;;
ST100Q03TA;¿Con qué frecuencia durante las clases de lengua el profesor ayuda a los estudiantes con sus aprendizajes?;Participación activa del docente en el proceso de enseñanaza/aprendizaje (DUA);PARDOCE;Estudiantes;G2;;;
ST100Q04TA;¿Con qué frecuencia durante las clases de lengua el profesor explica hasta que los estuaintes lo entienden?;Participación activa del docente en el proceso de enseñanaza/aprendizaje (DUA);PARDOCE;Estudiantes;G2;;;
ST102Q01TA;¿Con qué frecuencia durante las clases de lengua el profesor establece objetivos claros de nuestro aprendizaje?;Participación activa del docente en el proceso de enseñanaza/aprendizaje (DUA);PARDOCE;Estudiantes;G2;;;
ST102Q02TA;¿Con que frecuencia durante las clases de lengua el profesor hace preguntas para chequear que hemos entendido lo que estaba explicando?;Participación activa del docente en el proceso de enseñanaza/aprendizaje (DUA);PARDOCE;Estudiantes;G2;;;
ST102Q03TA;¿Con qué frecuencia durante las clases de lengua el profesor hace un pequeño resumen antes de la lección?;Participación activa del docente en el proceso de enseñanaza/aprendizaje (DUA);PARDOCE;Estudiantes;G2;;;
EC150Q01WA;Averiguar sobre futuros estudios o tipos de trabajos: he hecho prácticas;Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
EC150Q02WA;Averiguar sobre futuros estudios o tipos de trabajos: he asistido a visitas de lugares de trabajo;Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
EC150Q03WA;Averiguar sobre futuros estudios o tipos de trabajos: he visitado una feria de trabajo;Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
EC150Q04WA;Averiguar sobre futuros estudios o tipos de trabajos: he hablado con mi orientador de estudios en mi colegio;Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
EC150Q05WA;Averiguar sobre futuros estudios o tipos de trabajos: he hablado con un orientador de estudios fuerda de mi colegio;Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
EC150Q06WA;Averiguar sobre futuros estudios o tipos de trabajos: he completado un cuestionario para averiguar mis intereses y habilidades;Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
EC150Q07WA;Averiguar sobre futuros estudios o tipos de trabajos: he buscado por Internet información sobre carreras;Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
EC150Q08WA;Averiguar sobre futuros estudios o tipos de trabajos: fui a una visita organizada en una universidad (ISCED 3-5);Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
EC150Q09WA;Averiguar sobre futuros estudios o tipos de trabajos: he buscado información en Internet sobre programas de ISCED 3-5;Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
EC150Q10WA;Averiguar sobre futuros estudios o tipos de trabajos: items específicos del país;Participación en programas de orientación educativa y profesional;PARORPRO;Estudiantes;G2;;;
IC009Q01TA;Disponible para tu uso en tu colegio: ordenador de mesa;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC009Q02TA;Disponible para tu uso en tu colegio: portatil o notebook;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC009Q03TA;Disponible para tu uso en tu colegio: Tableta (por ejemplo, Ipad, BlackBerry PlayBook);Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC009Q05NA;Disponible para tu uso en tu colegio: conexión a Internet en los ordenadores del colegio;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC009Q06NA;Disponible para tu uso en tu colegio: conexión a Internet a través de WiFi;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC009Q07NA;Disponible para tu uso en tu colegio: espacio de almacenaje para tus cosas relativas al colegio, por ejemplo, una carpeta con tus propios documentos;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC009Q08TA;Disponible para tu uso en tu colegio: memoria USB;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC009Q09TA;Disponible para tu uso en tu colegio: libro electrónico, por ejemplo Amazon Kindle;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC009Q10NA;Disponible para tu uso en tu colegio: proyector, por ejemplo, para presentaciones con diapositivas;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC009Q11NA;Disponible para tu uso en tu colegio: pizarra digital, por ejemplo Pizarra Inteligente;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC150Q01HA;Tiempo destinado al uso de dispositivos digitales  durante las clases en una típica semana de colegio: Lengua;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC150Q02HA;Tiempo destinado al uso de dispositivos digitales  durante las clases en una típica semana de colegio: Matemáticas;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC150Q03HA;Tiempo destinado al uso de dispositivos digitales  durante las clases en una típica semana de colegio: Ciencias;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC150Q04HA;Tiempo destinado al uso de dispositivos digitales  durante las clases en una típica semana de colegio: Idioma extranjero;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC150Q05HA;Tiempo destinado al uso de dispositivos digitales  durante las clases en una típica semana de colegio: Ciencias Sociales;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC150Q06HA;Tiempo destinado al uso de dispositivos digitales  durante las clases en una típica semana de colegio: Música;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC150Q07HA;Tiempo destinado al uso de dispositivos digitales  durante las clases en una típica semana de colegio: Deporte;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC150Q08HA;Tiempo destinado al uso de dispositivos digitales  durante las clases en una típica semana de colegio: Artes escénicas;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC150Q09HA;Tiempo destinado al uso de dispositivos digitales  durante las clases en una típica semana de colegio: Artes Visuales;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC151Q01HA;Tiempo destinado al uso de dispositivos digitales fuera de las clases en una típica semana de colegio: Lengua;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC151Q02HA;Tiempo destinado al uso de dispositivos digitales fuera de las clases en una típica semana de colegio: Mataemáticas;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC151Q03HA;Tiempo destinado al uso de dispositivos digitales fuera de las clases en una típica semana de colegio: Ciencias;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC151Q04HA;Tiempo destinado al uso de dispositivos digitales fuera de las clases en una típica semana de colegio: Idioma Extranjero;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC151Q05HA;Tiempo destinado al uso de dispositivos digitales fuera de las clases en una típica semana de colegio: Ciencias Sociales;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC151Q06HA;Tiempo destinado al uso de dispositivos digitales fuera de las clases en una típica semana de colegio: Música;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC151Q07HA;Tiempo destinado al uso de dispositivos digitales fuera de las clases en una típica semana de colegio: Deporte;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC151Q08HA;Tiempo destinado al uso de dispositivos digitales fuera de las clases en una típica semana de colegio: Artes escénicas;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC151Q09HA;Tiempo destinado al uso de dispositivos digitales fuera de las clases en una típica semana de colegio: Artes visuales;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC152Q01HA;Dispositivos digitales usados por enseñar o aprender durante las clases en el último mes: Lengua;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC152Q02HA;Dispositivos digitales usados por enseñar o aprender durante las clases en el último mes: Matemáticas;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC152Q03HA;Dispositivos digitales usados por enseñar o aprender durante las clases en el último mes: Ciencias;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC152Q04HA;Dispositivos digitales usados por enseñar o aprender durante las clases en el último mes: Idioma Extranjero;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC152Q05HA;Dispositivos digitales usados por enseñar o aprender durante las clases en el último mes: Ciencias Sociales;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC152Q06HA;Dispositivos digitales usados por enseñar o aprender durante las clases en el último mes: Música;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC152Q07HA;Dispositivos digitales usados por enseñar o aprender durante las clases en el último mes: Depportes;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC152Q08HA;Dispositivos digitales usados por enseñar o aprender durante las clases en el último mes: Artes escénicas;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC152Q09HA;Dispositivos digitales usados por enseñar o aprender durante las clases en el último mes: Artes visuales;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q01TA;Uso de dispositivos digitales en el colegio: chatear on-line en el colegio;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q02TA;Uso de dispositivos digitales en el colegio: usar el e-mail en el colegio;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q03TA;Uso de dispositivos digitales en el colegio: ojear en Internet para la tarea escolar;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q04TA;Uso de dispositivos digitales en el colegio: descargar, subir u ojear materiales en la página web del colegio (por ejemplo, intranet);Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q05TA;Uso de dispositivos digitales en el colegio: postear mi trabajo en la página web del colegio;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q06TA;Uso de dispositivos digitales en el colegio: jugar con simuladores en el colegio;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q07TA;Uso de dispositivos digitales en el colegio: practicar y entrenar, enseñanza de un idioma extranjero o matemáticas;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q08TA;Uso de dispositivos digitales en el colegio: hacer tarea escolar en un ordenador del colegio;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q09TA;Uso de dispositivos digitales en el colegio: usar ordenadores del colegio por grupos de trabajo y comunicarnos con otros estudiantes;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC011Q10HA;Uso de dispositivos digitales en el colegio: usar aplicaciones de enseñanza y páginas web de enseñanza;Penetración digital en el colegio;PENDIGI;Estudiantes;G2;;;
IC001Q01TA;Disponible para tu uso en casa: ordenador de mesa;Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q02TA;Disponible para tu uso en casa: portatil o notebook;Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q03TA;Disponible para tu uso en casa: Tableta (por ejemplo, Ipad, BlackBerry PlayBook);Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q04TA;Disponible para tu uso en casa: conexión a Internet;Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q05TA;Disponible para tu uso en casa: consola, por ejemplo Sony Play Statition;Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q06TA;Disponible para tu uso en casa: Teléfono móvil (sin acceso a Internet);Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q07TA;Disponible para tu uso en casa: Teléfono móvil (con acceso a Internet);Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q08TA;Disponible para tu uso en casa: reproductor de música portatil (MP3/MP4, iPod o similar);Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q09TA;Disponible para tu uso en casa: impresora;Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q10TA;Disponible para tu uso en casa: memoria USB;Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
IC001Q11TA;Disponible para tu uso en casa: libro electrónico, por ejemplo Amazon Kindle;Penetración digital en los hogares;PENHOG;Estudiantes;G3;;;
ST123Q02NA;Pensando sobre este año académico: mis padres apoyan mis esfuerzos y logros educativos;Percepción del alumnado sobre el apoyo de sus familiares;PERALU;Estudiantes;G3;;;
ST123Q03NA;Pensando sobre este año académico: mis padres me apoyan cuando me enfrento a dificultades en el colegio;Percepción del alumnado sobre el apoyo de sus familiares;PERALU;Estudiantes;G3;;;
ST123Q04NA;Pensando sobre este año académico: mis padres me animan a confiar en mi mismo;Percepción del alumnado sobre el apoyo de sus familiares;PERALU;Estudiantes;G3;;;
ST034Q01TA;Pensando en tu colegio: me siento como un extraño (o excluido) en el colegio;Percepción propia del acoso escolar en el colegio;PERPROCOL;Estudiantes;G3;;;
ST034Q02TA;Pensando en tu colegio: hago amistades con facilidad en el colegio;Percepción propia del acoso escolar en el colegio;PERPROCOL;Estudiantes;G3;;;
ST034Q03TA;Pensando en tu colegio: me siento que pertenezco a este colegio;Percepción propia del acoso escolar en el colegio;PERPROCOL;Estudiantes;G3;;;
ST034Q04TA;Pensando en tu colegio: me siento extraño y fuera de lugar en mi colegio;Percepción propia del acoso escolar en el colegio;PERPROCOL;Estudiantes;G3;;;
ST034Q05TA;Pensando en tu colegio: parece que les caigo bien a los otros estudiantes;Percepción propia del acoso escolar en el colegio;PERPROCOL;Estudiantes;G3;;;
ST034Q06TA;Pensando en tu colegio: me siento solo/a en el colegio;Percepción propia del acoso escolar en el colegio;PERPROCOL;Estudiantes;G3;;;
WB155Q02HA;¿Cómo de satisfecho estas con los siguientes elementos? Tu apariencia;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
WB155Q03HA;¿Cómo de satisfecho estas con los siguientes elementos? Lo que aprendes en el colegio;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
WB155Q04HA;¿Cómo de satisfecho estas con los siguientes elementos? Los amigos que tienes;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
WB155Q05HA;¿Cómo de satisfecho estas con los siguientes elementos? El vecindario donde vives;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
WB155Q06HA;¿Cómo de satisfecho estas con los siguientes elementos? Todas las cosas que tienes;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
WB155Q07HA;¿Cómo de satisfecho estas con los siguientes elementos? Cómo usas tu tiempo;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
WB155Q08HA;¿Cómo de satisfecho estas con los siguientes elementos? Tu relación con tus padres/tutores;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
WB155Q09HA;¿Cómo de satisfecho estas con los siguientes elementos? Tu relación con tus docentes;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
WB155Q10HA;¿Cómo de satisfecho estas con los siguientes elementos? Tu vida en el colegio;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
WB156Q01HA;En este momento, ¿cuántos amigos cercanos tienes?;Percepción de su propia vida;PERVIDA;Estudiantes;G3;;;
ST012Q01TA;¿Cuántas TV tienes en casa?;Posesiones en casa;POSCASA;Estudiantes;G3;;;
ST012Q02TA;¿Cuántos coches tienes en casa?;Posesiones en casa;POSCASA;Estudiantes;G3;;;
ST012Q03TA;¿Cuántas habitaciones con baño o ducha hay en tu casa?;Posesiones en casa;POSCASA;Estudiantes;G3;;;
ST012Q05NA;¿Cuántos móviles con acceso a Internet hay en tu casa? (por ejemplo, teléfonos inteligentes);Posesiones en casa;POSCASA;Estudiantes;G3;;;
ST012Q06NA;¿Cuántos ordenadores hay en tu casa? (por ejemplo, portátiles, ordenador de mesa o notebook);Posesiones en casa;POSCASA;Estudiantes;G3;;;
ST012Q07NA;¿Cuántas Tabletas digitales hay en tu casa? (Por ejemplo, iPad, BlackBerry PlayBook);Posesiones en casa;POSCASA;Estudiantes;G3;;;
ST012Q08NA;¿Cuántos libros electrónicos hay en tu casa? (Por ejemplo, Kindle, Kobo, Bookeen);Posesiones en casa;POSCASA;Estudiantes;G3;;;
ST012Q09NA;¿Cuántos instrumentos musicales hay en tu casa? (Por ejemplo, guitarra, piano);Posesiones en casa;POSCASA;Estudiantes;G3;;;
ST011Q01TA;En tu casa: un escritorio para estudiar;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q02TA;En tu casa: un a habitación propia;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q03TA;En tu casa: un sitio tranquilo para estudiar;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q04TA;En tu casa: un ordenador que puedes utilizar para tus trabajos del colegio;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q05TA;En tu casa: un software educativo;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q06TA;En tu casa: acceso a internet;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q07TA;En tu casa: literatura clásica (por ejemplo, Miguel de Cervantes);Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q08TA;En tu casa: libros de poesía;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q09TA;En tu casa: obras de arte (por ejemplo, pintura);Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q10TA;En tu casa: libros que me ayudan con los trabajos de clase;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q11TA;En tu casa: libros técnicos;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q12TA;En tu casa: un diccionario;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011Q16NA;En tu casa: libros de arte, música o diseño;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011D17TA;En tu casa: ;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011D18TA;En tu casa:;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST011D19TA;En tu casa:;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST013Q01TA;¿Cuántos libros hay en tu casa?;Posesiones relacionadas con el estudio;POSESTU;Estudiantes;G3;;;
ST181Q02HA;De acuerdo: me divierto trabajando en situaciones en las que implica competir con otros;Propia imagen;PROIMAGCA;Estudiantes;G3;;;
ST181Q03HA;De acuerdo: es importante para bien rendir mejor que otros en las tareas;Propia imagen;PROIMAGCA;Estudiantes;G3;;;
ST181Q04HA;De acuerdo: me esfuerzo más cuando estoy en competición con otros;Propia imagen;PROIMAGCA;Estudiantes;G3;;;
ST182Q03HA;De acuerdo: encuentro satisfacción en esforzarme lo más que puedo;Propia imagen;PROIMAGCA;Estudiantes;G3;;;
ST182Q04HA;De acuerdo: una vez que empiezo una tarea, persisto hatsa terminarla;Propia imagen;PROIMAGCA;Estudiantes;G3;;;
ST182Q05HA;De acuerdo: parte de la diversión que obtengo de hacer las cosas es cuando mejoro mi rendimiento anterior;Propia imagen;PROIMAGCA;Estudiantes;G3;;;
ST182Q06HA;De acuerdo: si no soy bueno en algo, prefiero seguir esforzándome hasta dominarlo que cambiar hacia otra cosa que puede que …;Propia imagen;PROIMAGCA;Estudiantes;G3;;;
ST183Q01HA;De acuerdo: cuando suspendo, me preocupa lo que piensen los otros de mi;Propia imagen;PROIMAGCA;Estudiantes;G3;;;
